NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Mercado de debentures no Brasil","2005","Brasil","Português","","NAO","","","",19
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","(Des)controle dos fluxos internacionais de capitais - focando o caso do Brasil","2006","Brasil","Português","","NAO","","","",20
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Liberalização financeira e autonomia de política monetária em economias emergentes","2006","Brasil","Português","","NAO","","","",21
"INICIACAO_CIENTIFICA","","O Brasil e a periferia na era da globalização: política econômica e desenvolvimento na era da globalização","2007","Brasil","Português","","NAO","","","",22
"INICIACAO_CIENTIFICA","","O Brasil e a periferia na era da globalização: política econômica e desenvolvimento na era da globalização","2007","Brasil","Português","","NAO","","","",23
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Estratégias com derivativos","2007","Brasil","Português","","NAO","","","",24
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Uma abordagem sobre os derivativos de crédito e sua aplicação no gerenciamento de risco de crédito","2007","Brasil","Português","","NAO","","","",25
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A utilização de instrumentos derivativos no mercado de energia elétrica","2007","Brasil","Português","","NAO","","","",26
"INICIACAO_CIENTIFICA","","O Brasil e a periferia na era da globalização: política econômica e desenvolvimento na era da globalização","2008","Brasil","Português","","NAO","","","",27
"INICIACAO_CIENTIFICA","","Derivativos Financeiros: Determinação do preço das opções","2008","Brasil","Português","","NAO","","","",28
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Derivativos de crédito: análise e relação com a crise do subprime","2008","Brasil","Português","","NAO","","","",29
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Origens da crise imobiliária americana no início do atual século","2008","Brasil","Português","","NAO","","","",30
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Arbitragem e fraudes financeiras: os casos do Banco Barings e do Banco Société Générale","2008","Brasil","Português","","NAO","","","",31
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A crise das hipotecas suprime nos EUA e os seus desdobramentos","2008","Brasil","Português","","NAO","","","",32
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Até que ponto a Nasdaq serviu de referência para a Bovespa? e quais seus desdobramentos pós 2002","2008","Brasil","Português","","NAO","","","",33
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Diversificação de investimentos em cenário de redução de taxas de juros","2008","Brasil","Português","","NAO","","","",34
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A crise imobiliária norteamericana e a questão da regulamentação dos mercados","2009","Brasil","Português","","NAO","","","",35
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Inter-relação entre juros, câmbio e expectativas de mercado (2004-2007)","2009","Brasil","Português","","NAO","","","",36
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O mercado brasileiro de derivativos para empresas não-financeiras","2009","Brasil","Português","","NAO","","","",37
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A crise do Subprime e o papel do Big Bank","2010","Brasil","Português","","NAO","","","",38
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A crise financeira recente: uma abordagem sob a ótica do risco sistêmico","2010","Brasil","Português","","NAO","","","",39
"INICIACAO_CIENTIFICA","","Papel das Inovações Financeiras na crise do Subprime","2010","Brasil","Português","","NAO","","","",40
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Instabilidade financeira - financiamento dos agentes e os ciclos econômicos","2011","Brasil","Português","","NAO","","","",41
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Crise financeira global: uma comparação entre a atuação dos Bancos Centrais, Federal Reserve e Banco Central Europeu e suas consequências","2011","Brasil","Português","","NAO","","","",42
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","As Proposições de Política Macroeconômica do Mainstream para opós-crise e a inserção do Pensamento Novo Keynesiano","2010","Brasil","Português","","NAO","","","",43
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O impacto da contabilização dos ativos fincanceiros na crise do subprime","2010","Brasil","Português","","NAO","","","",44
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Derivativos no Brasil durante a crise financeira internacional","2011","Brasil","Português","","NAO","","","",45
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Os Impactos da Política Cambial Recente no Brasil, o Câmbio como Mecanismo Financeiro e o Risco de Desindustrialização.","2011","Brasil","Português","","NAO","","","",46
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A crise da Zona do Euro: uma análise do bloco e da moeda","2011","Brasil","Português","","NAO","","","",47
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Análise Técnica e tomada de decisão no mercado acionário","2012","Brasil","Português","","NAO","","","",48
"INICIACAO_CIENTIFICA","","China uma estratégia nacional de desenvolvimento","2007","Brasil","Português","","NAO","","","",49
"INICIACAO_CIENTIFICA","","O sistema bancário na sombra no","2013","Brasil","Português","","NAO","","","",50
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A validade dos modelos neoclássicos de escolha e precificação: um estudo sobre racionalidade e incerteza","2012","Brasil","Português","","NAO","","","",51
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Regulação do Sistema Bancário Paralelo","2012","Brasil","Português","","NAO","","","",52
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","OS IMPACTOS DOS DERIVATIVOS FINANCEIROS NAS ECONOMIAS EMERGENTES NA CRISE INTERNACIONAL DE 2008","2013","Brasil","Português","","NAO","","","",53
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O PAPEL PRÓ-CÍCLICO DAS AGÊNCIAS DE RATING","2013","Brasil","Português","","NAO","","","",54
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","APREENSÃO MATEMÁTICA DO SISTEMA DE PREÇOS DE ATIVOS: UM ESTUDO SOBRE INCERTEZA E RACIONALIDADE","2013","Brasil","Português","","NAO","","","",55
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","BOLHAS IMOBILIÁRIAS: ESTUDO COMPARATIVO DO CASO BRASILEIRO E DO AMERICANO","2013","Brasil","Português","","NAO","","","",56
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","A CRISE FINANCEIRA DE 2008 E A RELAÇÃO ENTRE ESTADOS E MERCADOS: O CASO DA ISLÂNDIA","2013","Brasil","Português","","NAO","","","",57
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","OS ENTRAVES À LIQUIDEZ NO MERCADO SECUNDÁRIO DE DEBÊNTURES BRASILEIRO","2013","Brasil","Português","","NAO","","","",58
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O projeto islandês de financeirização nacional","2014","Brasil","Português","","NAO","","","",59
"ORIENTACAO-DE-OUTRA-NATUREZA","","A inserção do setor de seguros na economia mundial: uma análise das relações entre as grandes seguradoras internacionais e a crise financeira.","2013","Brasil","Português","","NAO","","","",60
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Política econômica e a atuação dos bancos centrais no pós-crise financeira global : uma comparação entre os casos do Brasil e da Turquia","2014","Brasil","Português","","NAO","","","",61
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O sistema bancário na sombra no pós-crise","2014","Brasil","Português","","NAO","","","",62
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Efeitos pós-crise de 2007-08 : reflexos da teoria econômica sobre a política econômica europeia","2015","Brasil","Português","","NAO","","","",63
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Políticas anticíclicas : a luta do Japão contra a deflação","2015","Brasil","Português","","NAO","","","",64
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","O fênomeno do Pass-Throug no Brasil e suas implicações de Política Monetária","2005","Brasil","Português","","NAO","","","",65
