ANO_INICIO,ANO_FIM,NOME,SITUACAO,NATUREZA,DESCRICAO
2014,NULL,Integração de computação heterogênea e computação na nuvem para solução de problemas de engenharia e ciência,EM_ANDAMENTO,PESQUISA,"A evolução das técnicas de simulação numérica permitiu a redução do tempo e do custo de ensaios experimentais utilizados para o desenvolvimento de técnicas e produtos em diversos segmentos da indústria. Este tipo de simulação envolve um grande número de cálculos e requer o uso de computadores de alto desempenho, o que torna seu uso restrito a grupos que possuam acesso a este tipo de sistema. O surgimento do modelo de computação na nuvem aliado ao desenvolvimento de aceleradores de baixo custo, como GPUs, disponibilizou um grande poder computacional para usuários que não possuem acesso a computadores de alto desempenho. Entretanto, a programação e aceleração de código nestes sistemas ainda é um desafio. Dessa forma, este projeto visa desenvolver diretrizes e técnicas para viabilizar a aceleração de simulações numéricas com recursos de nuvem computacional e aceleradores."
2016,NULL,"Desenvolvimento e aplicação prática de técnicas de processamento, regularização e imageamento baseadas na tecnologia 3D HPC CRS no domínio pré-empilhado.",EM_ANDAMENTO,PESQUISA,"O presente projeto tem como objetivo a generalização das técnicas de tipo Common Reflection Surface (CRS), desenvolvidas em projeto ""Algoritmos de processamento e Imageamento Sísmico com Ênfase em Reservatórios Carbonáticos"" no domínio pós-empilhado ou zero-offset (ZO), para o domínio pré-empilhado, bem como sua aplicação prática a diversos problemas importantes do imageamento sísmico. Tais problemas incluem a Regularização 5D, Migração CRP (Common Reflection Point) 3D, Tomografias NIP (Normal Incidence Point), IIP (Image Incident Point) e estereo-tomografia, bem como estudos sobre anisotropia. Além disso, essas técnicas serão desenvolvidas utilizando uma plataforma computacional (SeisHPC). Essa plataforma garante a escalabilidade do desempenho dos programas que a utilizarão, potencializando o uso intensivo de computação juntamente com técnicas de tolerância a falhas que permitem o processamento de dados sísmicos reais de grande porte (ordem de Terabytes). A vigência do projeto é de 3 anos a partir do seu início, em fevereiro de 2016."
2012,2016,Algoritmos de processamento e Imageamento Sísmico com Ênfase em Reservatórios Carbonáticos,CONCLUIDO,PESQUISA,"O presente projeto tem como principal objetivo a pesquisa e o desenvolvimento de algoritmos de processamento e imageamento de dados sísmicos ligados a reservatórios carbonáticos. Esses algoritmos decorrem de um elenco de técnicas recentes de processamento de sinais, muitas delas ainda pouco exploradas em geofísica, a serem aplicadas em sinergia com o método CRS de imageamento sísmico. O projeto se insere na proposta do Sistema de Capacitação, Ciência e Tecnologia em Carbonatos (SCTC) para o estudo e exploração em rochas sedimentares carbonáticas. O projeto está centrado na associação sinergética entre: (a) O método Common Reflection Surface (CRS) de imageamento sísmico; (b) As modernas técnicas de processamento de sinais, muitas delas oriundas de outras aplicações, tais como imagens médicas, radar, sonar e telecomunicações, onde se mostraram extremamente poderosas. A vigência do projeto é de 4 anos a partir do seu início em julho de 2012."
2011,2012,Accelerating content-based image retrieval (CBIR) systems with GPUs and APUs,CONCLUIDO,PESQUISA,"This project aims at showing that, content-based imaging benefits from APU speedups. The overall objective is to characterize the class of CBIR algorithms with respect to their adequacy to the APU architecture; provide parallelization approach intended at achieving high execution efficiency of CBIR algorithms on APUs; and Provide algorithmic and microarchitectural insights to inform the efficient implementation of CBIR on existing and future APU architectures."
2002,2007,ChameLeon - Especialização de Arquiteturas para Sistemas Dedicados,CONCLUIDO,PESQUISA,Projeto de arquiteturas de computadores com suporte a reconfiguração.
2016,NULL,SeisHPC: Plataforma de desenvolvimento para aplicações sísmicas e geofísicas de alto desempenho,EM_ANDAMENTO,PESQUISA,"Atualmente na indústria de Óleo e Gás, diversos problemas reais de imageamento sísmico apresentam um grande desafio em comum, o uso intenso de recursos computacionais de alto desempenho. Entre os problemas mencionados podemos citar as técnicas de Regularização 5D e Migração CRP (Common Reflection Point) 3D. Estas técnicas têm como objetivo, construir imagens cada vez mais precisas do subsolo de maneira a encontrar recursos naturais localizados em regiões desafiadoras.

O principal objetivo da plataforma SeisHPC é garantir a escalabilidade do desempenho dos programas que a utilizarão, potencializando o uso intensivo de computação nas CPUs e aceleradores (GPUs, Intel Xeon PHI, etc), juntamente com técnicas de tolerância a falhas visando diminuir significativamente o número de horas de processamento desperdiçados devido a diversos tipos falhas intermitentes."
2017,NULL,Accelerating the CRS seismic processing method with GPUs,EM_ANDAMENTO,PESQUISA,"Exploration geophysics is extensively applied by the oil industry to better understand the subsurface of the earth, thus rising the chances of finding reservoirs of fossil fuels and minerals. This is a branch of geophysics that aims to characterize the subsurface by conducting measurements at Earth?s surface (Land or Sea).

During seismic data acquisition, a source generates waves that propagates through the water and reflects, diffracts and refracts into the subsurface layers. Some of the reflected waves returns to the surface and meets hydrophones, which record the data. Once recorded, the seismic data is later processed to improve the signal-to-noise ratio and to construct images that helps geologists to understand the meaningful features of the subsurface. The Common Reflection Surface (CRS) algorithm (Mann et al., 1999; Jäger et al., 2001) is a generalized version of one of the key algorithms used in exploration geophysics to improve the signal-to-noise ratio, the Common Midpoint (CMP) method (Mayne, 1962).

The CRS method takes data collected in the field (after preprocessing) and generates a so called Zero-offset Stacked section, along with some properties of the subsurface structures, such as velocity, dip angles and curvatures. To accomplish this task, the method solves an optimization problem in which a coherence metric mult be computed for several combinations of parameters A, B and C, which requires a huge amount of computation. Moreover, this computation exposes a high degree of data locality, which makes it CPU bound. These properties are typically prerequisites for exploring the full potential of GPUs.

Since drilling is a very expensive task, with prices around hundreds of millions of dollars, investing in exploration geophysics is important to reduce uncertainties, saving a lot of manpower and resources.

The main objectives of this project are: a) Quantify the performance benefits when accelerating the CRS method with GPUs; and b) Understand the productivity and code performance trade-offs when using OpenACC and CUDA to accelerate seismic processing code."
2015,NULL,Exploração de Paralelismo em Hardware e Software (PROCAD 2966/2014),EM_ANDAMENTO,PESQUISA,"A Lei de Moore, que prevê o dobro do número de transistores por circuito integrado a cada 2 anos, j a não pode ser aproveitada como no passado, inviabilizando o desenvolvimento de processadores maiores e com frequência sempre crescente. Desde o in ício deste século, por causa da barreira térmica, os fabricantes de processadores focaram seus esforços no desenvolvimento de arquiteturas multicore, evoluindo pouco na execução de código sequencial e forçando o desenvolvimento de versões paralelas de aplicativos. Embora este esforço esteja mostrando algum resultado, com a criação de novas versões de programas capazes de explorar o paralelismo dos processadores modernos, não há como negar que ainda existe muito trabalho a ser feito nesta direção e que nem todos os programas terão implementações paralelas eficientes. Por outro lado, qualquer nova técnica que melhore o desempenho de aplicações sequenciais também melhorará o desempenho de suas versões paralelas. O foco deste projeto é estudar técnicas de exploração de paralelismo, tanto em software quanto em hardware, permitindo a execução eficiente de programas em processadores modernos. Estamos interessados em melhorias arquiteturais, dentro dos cores, em novas formas de interligar estes cores, numa maior quantidade deles dentro de um circuito integrado, na utilização de aceleradores como GPGPU e em composições de múltiplos computadores na forma de clusters ou nuvem. Para cada uma destas configurações de hardware, também serão necessárias pesquisas e inovações na área de software"
2015,NULL,Technologies for smart interaction with Mods and IoT devices,EM_ANDAMENTO,PESQUISA,NULL
2015,NULL,Análise Estática para Detecção de Erros de Energia,EM_ANDAMENTO,PESQUISA,NULL
