NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,OUTRA-PRODUCAO-TECNICA_Id
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",105,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",105,,,,,,,,,,,
"GONÇALVES, J.L","GONÇALVES, J.L","4","2719190119956611",105,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","1","5762871737832497",106,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",106,,,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","1","",107,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",107,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",107,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",108,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",108,,,,,,,,,,,
"Jorge Diaz Calle","CALLE, J. D.","3","2049910703027682",108,,,,,,,,,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","4","2401725550781559",108,,,,,,,,,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","5","5381087404504911",108,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",109,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","2","5762871737832497",109,,,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","1","",110,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",110,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",110,,,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","1","",111,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",111,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",111,,,,,,,,,,,
"Edson Borin","BORIN, E.","1","4176915322233893",112,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",112,,,,,,,,,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","1","2401725550781559",113,,,,,,,,,,,
"Tiago Luis Duarte Forti","FORTI, T. L. D.","2","9586074227742751",113,,,,,,,,,,,
"Gustavo Camargo Longhin","LONGHIN, G. C.","3","9121612523149859",113,,,,,,,,,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","4","5381087404504911",113,,,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","5","",113,,,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","6","",113,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","7","6979417654874483",113,,,,,,,,,,,
"Jorge Diaz Calle","CALLE, J. D.","8","2049910703027682",113,,,,,,,,,,,
"Caian Benedicto","BENEDICTO, C.","1","",114,,,,,,,,,,,
"Gilvan Vieira","VIEIRA, G.","2","",114,,,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","3","",114,,,,,,,,,,,
"Edson Borin","BORIN, E.","4","4176915322233893",114,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","1","5762871737832497",115,,,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",115,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",115,,,,,,,,,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","4","2401725550781559",115,,,,,,,,,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","5","5381087404504911",115,,,,,,,,,,,
"Erick Slis Raggio Santos","SANTOS, E. S. R.","6","6586851137916033",115,,,,,,,,,,,
"Thiago Dias dos SAntos","SANTOS, T. D.","1","3618128074442916",116,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",116,,,,,,,,,,,
"Paulo Dore Fernandes","FERNANDES, P. D.","3","",116,,,,,,,,,,,
"Thiago Dias dos SAntos","SANTOS, T. D.","1","3618128074442916",117,,,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",117,,,,,,,,,,,
"Francisco A. Menezes","Menezes, F. A.","3","7334895542373360",117,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","4","5762871737832497",117,,,,,,,,,,,
"Thiago Dias dos SAntos","SANTOS, T. D.","1","3618128074442916",118,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",118,,,,,,,,,,,
"Paulo Dore Fernandes","FERNANDES, P. D.","3","",118,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","1","",119,,,,,,,,,,,
"Diogo Cecílio","CECILIO, D.","2","2594284000782489",119,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","3","5762871737832497",119,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","4","6979417654874483",119,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","1","",120,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","2","5762871737832497",120,,,,,,,,,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","1","2401725550781559",121,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",121,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","1","5762871737832497",122,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",122,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",122,,,,,,,,,,,
"Agnaldo Monteiro Farias","FARIAS, A. M.","4","2401725550781559",122,,,,,,,,,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","5","5381087404504911",122,,,,,,,,,,,
"Erick Slis Raggio Santos","SANTOS, E. S. R.","6","6586851137916033",122,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","1","5762871737832497",123,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",123,,,,,,,,,,,
"(Paulo Cesar de Alvarenga Lucci","LUCCI, P. C. A.","3","5381087404504911",123,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","4","6979417654874483",123,,,,,,,,,,,
"Diogo Cecílio","CECILIO, D.","5","2594284000782489",123,,,,,,,,,,,
"Diogo Cecílio","CECILIO, D.","1","2594284000782489",124,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",124,,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",124,,,,,,,,,,,
"Nathan Shauer","SHAUER, N.","4","5762871737832497",124,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","1","",125,,,,,,,,,,,
"Erick Slis Raggio Santos","SANTOS, E. S. R.","2","6586851137916033",125,,,,,,,,,,,
"Diogo Cecílio","CECILIO, D.","3","2594284000782489",125,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",126,,,,,,,,,,,
"Edimar Cesar Rylo","RYLO, E. C.","2","7462096912445959",126,,,,,,,,,,,
"Cedric Marcelo Augusto Ayala Bravo","BRAVO, C. M. A. A.","3","3642648349492905",126,,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,0,,,,,,,,,,
"A. L. G. A. COUTINHO","COUTINHO, A. L. G. A.","1","6402361744624287",,1,,,,,,,,,,
"J. L. D. ALVES","ALVES, J. L. D.","2","5799445358880614",,1,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,1,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,2,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,3,,,,,,,,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","2","",,3,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,4,,,,,,,,,,
"L. FARIA","FARIA, L.","2","",,4,,,,,,,,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","1","",,5,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,5,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,6,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,7,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","2","",,7,,,,,,,,,,
"P. PATTANI","PATTANI, P.","3","",,7,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,8,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","2","",,8,,,,,,,,,,
"L. DEMKOWICZ","DEMKOWICZ, L.","1","",,9,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,9,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","3","",,9,,,,,,,,,,
"T. STROUBOULIS","STROUBOULIS, T.","1","",,10,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,10,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","3","",,10,,,,,,,,,,
"L. J. HAYES","HAYES, L. J.","1","",,11,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,11,,,,,,,,,,
"José Sérgio Rodrigues ALVES","ALVES, J. S. R.","1","",,12,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,12,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","1","",,13,,,,,,,,,,
"T. STROUBOULIS","STROUBOULIS, T.","2","",,13,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,13,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,14,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,15,,,,,,,,,,
"Michel Geradin","GERADIN, M.","2","",,15,,,,,,,,,,
"Raphael Fleury","FLEURY, R.","3","",,15,,,,,,,,,,
"Arlenes Silvino da Silva","SILVA, A. S.","1","2796161057471466",,16,,,,,,,,,,
"Alvaro L G Coutinho","COUTINHO, A. L. G.","2","6402361744624287",,16,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,16,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,17,,,,,,,,,,
"Gustavo Camargo Longhin","LONGHIN, G. C.","2","9121612523149859",,17,,,,,,,,,,
"Jorge Diaz Calle","CALLE, J. D.","1","2049910703027682",,18,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,18,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,18,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","1","6979417654874483",,19,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,19,,,,,,,,,,
"Jorge Diaz Calle","CALLE, J. D.","2","2049910703027682",,19,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,20,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",,20,,,,,,,,,,
"Cedric Marcelo Augusto Ayala Bravo","BRAVO, C. M. A. A.","3","3642648349492905",,20,,,,,,,,,,
"Paulo Dore Fernandes","FERNANDES, P. D.","4","",,20,,,,,,,,,,
"Renato Gomes Damas","DAMAS, R. G.","5","9705909592533525",,20,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,21,,,,,,,,,,
"Cedric Marcelo Augusto Ayala Bravo","BRAVO, C. M. A. A.","2","3642648349492905",,21,,,,,,,,,,
"Edimar Cesar Rylo","RYLO, E. C.","3","7462096912445959",,21,,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","1","",,22,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,22,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,22,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","1","",,23,,,,,,,,,,
"FARIAS, AGNALDO M.","FARIAS, AGNALDO M.","2","",,23,,,,,,,,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","3","6979417654874483",,23,,,,,,,,,,
"GONÇALVES, JOÃO L.","GONÇALVES, JOÃO L.","4","2719190119956611",,23,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,24,,,,,,,,,,
"Tiago Luis Forti","FORTI, T. L.","2","9586074227742751",,24,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,24,,,,,,,,,,
"E B Las Casas","CASAS, E. B. L.","1","",,25,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,25,,,,,,,,,,
"Alvaro Luiz Gayoso de Azeredo Coutinho","COUTINHO, A. L. G. A., Alvaro L.G.A. Coutinho","3","6402361744624287",,25,,,,,,,,,,
"Alvaro Luiz Gayoso de Azeredo Coutinho","COUTINHO, A. L. G. A., Alvaro L.G.A. Coutinho","1","6402361744624287",,26,,,,,,,,,,
"J.L.D. ALVES","ALVES, J.l.d.","2","",,26,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,26,,,,,,,,,,
"L. DEMKOWICZ","DEMKOWICZ, L.","1","",,27,,,,,,,,,,
"Waldemar Rachowicz","RACHOWICZ, W.","2","",,27,,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","3","",,27,,,,,,,,,,
"GONÇALVES, J.L","GONÇALVES, J.L","1","2719190119956611",,28,,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","2","6979417654874483",,28,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","3","",,28,,,,,,,,,,
"Cedric Marcelo Augusto Ayala Bravo","Ayala Bravo, C. M. A.","1","3642648349492905",,29,,,,,,,,,,
"Renato Pavanello","PAVANELLO, R.","2","1014571239084005",,29,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,29,,,,,,,,,,
"Jorge Lizardo Diaz Calle","Calle, J. L. D.","4","2049910703027682",,29,,,,,,,,,,
"CECÍLIO, DIOGO L.","CECÍLIO, DIOGO L.","1","",,30,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",,30,,,,,,,,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","3","6979417654874483",,30,,,,,,,,,,
"DOS SANTOS, ERICK R.S.","DOS SANTOS, ERICK R.S.","4","",,30,,,,,,,,,,
"SHAUER, NATHAN","SHAUER, NATHAN","5","",,30,,,,,,,,,,
"BORIN, EDSON","BORIN, EDSON","1","4176915322233893",,31,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",,31,,,,,,,,,,
"VIEIRA, GILVAN S.","VIEIRA, GILVAN S.","3","",,31,,,,,,,,,,
"SHAUER, NATHAN","SHAUER, NATHAN","4","",,31,,,,,,,,,,
"FORTI, TIAGO L.D.","FORTI, TIAGO L.D.","1","",,32,,,,,,,,,,
"FARIAS, AGNALDO M.","FARIAS, AGNALDO M.","2","",,32,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","3","",,32,,,,,,,,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","4","6979417654874483",,32,,,,,,,,,,
"DÍAZ CALLE, JORGE L.","DÍAZ CALLE, JORGE L.","1","",,33,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",,33,,,,,,,,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","3","6979417654874483",,33,,,,,,,,,,
"CASTRO, DOUGLAS A.","CASTRO, DOUGLAS A.","1","",,34,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","2","",,34,,,,,,,,,,
"FARIAS, AGNALDO M.","FARIAS, AGNALDO M.","3","",,34,,,,,,,,,,
"M. GOMES, SONIA","M. GOMES, SONIA","4","",,34,,,,,,,,,,
"DURÁN, OMAR","DURÁN, OMAR","5","",,34,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, PHILIPPE R.B.","1","",,35,,,,,,,,,,
"FARIAS, AGNALDO M.","FARIAS, AGNALDO M.","2","",,35,,,,,,,,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","3","6979417654874483",,35,,,,,,,,,,
"DE SIQUEIRA, DENISE","DE SIQUEIRA, DENISE","4","",,35,,,,,,,,,,
"Douglas A. Castro","CASTRO, D. A.","1","",,36,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.","2","",,36,,,,,,,,,,
"FARIAS,A.M. (Agnaldo Monteiro Farias)","Agnaldo Monteiro Farias","3","",,36,,,,,,,,,,
"GOMES,S.M.","Sonia Maria Gomes","4","",,36,,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","5","",,36,,,,,,,,,,
"Omar Durán Triana","DURÁN, O.","6","",,36,,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,37,,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","1","",,,0,,,,,,,,,
"T. STROUBOULIS","STROUBOULIS, T.","2","",,,0,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,,0,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","1","",,,1,,,,,,,,,
"T. STROUBOULIS","STROUBOULIS, T.","2","",,,1,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,,1,,,,,,,,,
"M. HOWE","HOWE, M.","4","",,,1,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","1","",,,2,,,,,,,,,
"L. DEMKOWICZ","DEMKOWICZ, L.","2","",,,2,,,,,,,,,
"T. STROOBOULIS","STROOBOULIS, T.","3","",,,2,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","4","6051486998967925",,,2,,,,,,,,,
"J. T. ODEN","ODEN, J. T.","1","",,,3,,,,,,,,,
"T. STROUBOULIS","STROUBOULIS, T.","2","",,,3,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,,3,,,,,,,,,
"L. J. HAYES","HAYES, L. J.","1","",,,4,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,4,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,5,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,6,,,,,,,,,
"Misael Mandujano L Santana","SANTANA, M. M. L.","2","",,,6,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","1","",,,7,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",,,7,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,7,,,,,,,,,
"Denise de Siqueira","SIQUEIRA, D.","1","",,,8,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",,,8,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,8,,,,,,,,,
"GONÇALVES, JOÃO L.","GONÇALVES, JOÃO L.","1","2719190119956611",,,9,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, P. R. B.","2","",,,9,,,,,,,,,
"Sonia Maria Gomes","GOMES, S. M.","3","6979417654874483",,,9,,,,,,,,,
"Philippe Remy Bernard Devloo","Devloo, Philippe R. B.","1","",,,10,,,,,,,,,
"FARIAS, AGNALDO M.","FARIAS, AGNALDO M.","2","",,,10,,,,,,,,,
"GOMES, SÔNIA M.","GOMES, SÔNIA M.","3","6979417654874483",,,10,,,,,,,,,
"DE SIQUEIRA, DENISE","DE SIQUEIRA, DENISE","4","",,,10,,,,,,,,,
"Igor Klapka","KLAPKA, I.","1","",,,11,,,,,,,,,
"Alberto Cardona","CARDONA, A.","2","",,,11,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","3","6051486998967925",,,11,,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,0,,,,,,,,
"A. L. G. A. COUTINHO","COUTINHO, A. L. G. A.","2","6402361744624287",,,,0,,,,,,,,
"Estevam Barbosa de las Casas","CASAS, E. B. L.","3","",,,,0,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,1,,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","1","6051486998967925",,,,2,,,,,,,,
"Jorge Diaz Calle","CALLE, J. D.","1","2049910703027682",,,,,0,,,,,,,
"Philippe Remy Bernard Devloo","DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.","2","6051486998967925",,,,,0,,,,,,,
