NATUREZA,TITULO-DO-ARTIGO,ANO-DO-ARTIGO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-ARTIGO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ARTIGO-PUBLICADO_Id
"COMPLETO","Sínteses totais das crocacinas A, C e D: novos antibióticos isolados de Chondromyces crocatus e Chondromyces pediculatus","2008","","Inglês","MEIO_DIGITAL","[http://quimicanova.sbq.org.br/qn/no%20prelo/rv/rv07487.pdf][doi:10.1590/s0100-40422008000400027]","NAO","10.1590/S0100-40422008000400027","Sínteses totais das crocacinas A, C e D: novos antibióticos isolados de Chondromyces crocatus e Chondromyces pediculatus","NAO",10
"COMPLETO","Transformações Biológicas: Contribuições e Perspectivas","2009","","Português","VARIOS","[http://quimicanova.sbq.org.br/qn/QN_OnLine_Geral.htm]","NAO","10.1590/S0100-40422009000300018","Biological Transformations: Contributions and Perspectives","NAO",11
"COMPLETO","Assessing the absolute configuration of (7S,8R)-(&#8722;)-epoxyjasmone","2009","","Inglês","VARIOS","[http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6TGN-4W6Y39F-3-C&_cdi=5259&_user=972058&_orig=browse&_coverDate=05%2F04%2F2009&_sk=999999999&view=c&wchp=dGLbVtb-zSkzS&md5=54ee6eaa32be90f7b7b1bb5ae9443a45&ie=/sdarticle.pdf]","NAO","10.1016/j.molcatb.2009.04.010","","NAO",12
"COMPLETO","An efficient method for mutant library creation in       <i>Pichia pastoris</i>       useful in directed evolution","2010","","Inglês","MEIO_DIGITAL","","SIM","10.3109/10242420903505834","An efficient Method for Mutant Library Creation in Pichia pastoris Useful in Directed Evolution","NAO",13
"COMPLETO","Esterase screening using whole cells of Brazilian soil microorganisms","2010","","Inglês","MEIO_DIGITAL","","NAO","10.1590/S0103-50532010000800011","Esterase Screening Using Whole Cells of Brazilian Soil Microorganisms","NAO",14
"COMPLETO","Genome Sequence of Streptomyces wadayamensis Strain A23, an Endophytic Actinobacterium from Citrus reticulata","2014","","Inglês","MEIO_DIGITAL","[doi:10.1128/genomea.00625-14]","NAO","10.1128/genomeA.00625-14","","NAO",15
"COMPLETO","Searching for monooxygenases and hydrolases in bacteria from an extreme environment","2010","","Inglês","MEIO_DIGITAL","[doi:10.1007/s00253-010-2485-7]","NAO","10.1007/s00253-010-2485-7","","NAO",16
"COMPLETO","Site-Specific Modification of the Anticancer and Antituberculosis Polyether Salinomycin by Biosynthetic Engineering","2014","","Inglês","MEIO_DIGITAL","","SIM","10.1002/cbic.201402300","Site-Specific Modification of the Anticancer and Antituberculosis Polyether Salinomycin by Biosynthetic Engineering","NAO",17
"COMPLETO","METABOLIC SCREENING FOR PKS AND NRPS IN ENDOPHYTIC ACTINOBACTERIA FROM","2015","","Português","VARIOS","","NAO","10.5935/0100-4042.20150010","METABOLIC SCREENING FOR PKS AND NRPS IN ENDOPHYTIC ACTINOBACTERIA FROM","NAO",18
"COMPLETO","Nature-Inspired Enzymatic Cascades to Build Valuable Compounds","2015","","Inglês","MEIO_DIGITAL","","SIM","10.1016/j.biotechadv.2015.03.010","Nature-Inspired Enzymatic Cascades to Build Valuable Compounds","NAO",19
"COMPLETO","A direct protocol for ambient mass spectrometry imaging on agar culturere","2015","","Inglês","MEIO_DIGITAL","","SIM","10.1021/acs.analchem.5b01538","A direct protocol for ambient mass spectrometry imaging on agar culturere","NAO",20
"COMPLETO","Enzymology of Pyran Ring A Formation in Salinomycin Biosynthesis","2015","","Português","NAO_INFORMADO","[http://onlinelibrary.wiley.com/doi/10.1002/anie.201507090/full]","SIM","10.1002/anie.201507090","","NAO",21
"COMPLETO","Genome Mining of Endophytic Reveals High Antibiotic Production Capability","2016","","Inglês","MEIO_DIGITAL","[doi:10.5935/0103-5053.20160180]","NAO","10.5935/0103-5053.20160180","","NAO",22
"COMPLETO","Genome Sequence of Streptomyces sp. Strain RTd22, an Endophyte of the Mexican Sunflower","2016","","Inglês","MEIO_DIGITAL","[http://genomea.asm.org/content/4/4/e00693-16.full.pdf]","NAO","10.1128/genomea.00693-16","","NAO",23
"COMPLETO","Genome Mining of Endophytic <i>Streptomyces wadayamensis</i> Reveals High Antibiotic Production Capability","2016","","Inglês","MEIO_DIGITAL","[doi:10.5935/0103-5053.20160180]","NAO","10.5935/0103-5053.20160180","","NAO",24
"COMPLETO","Explorando produtos naturais microbianos nas fronteiras da Química e da Biologia","2013","","Inglês","VARIOS","","NAO","10.1590/s0100-40422013001000015","Explorando produtos naturais microbianos nas fronteiras da Química e da Biologia","NAO",25
