NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","Participação Feminina na Região Metropolitana na Década de 90: consolidação ou precarização?","2001","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",17
"COMPLETO","Women´s participation in the São Paulo metropolitan area in the 90´s: consolidation ou precarization?","2001","Brasil","Inglês","MEIO_DIGITAL","","NAO","","","NAO",18
"COMPLETO","Diferenças de rendimento do trabalho de homens e mulheres com educação superior nas metrópoles","2006","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",19
"COMPLETO","A mulher na recuperação recente do mercado de trabalho brasileiro","2008","Brasil","Português","NAO_INFORMADO","[http://www.abep.org.br]","NAO","","The woman in the recent recovery of the Brazilian labor market","NAO",20
"COMPLETO","Diferenças de renda do trabalho: uma comparação entre Brasil e Argentina","2008","Argentina","Português","MEIO_DIGITAL","[http://www.alapop.org/congreso08]","NAO","","Differences in labor income: a comparison between Brazil and Argentina","NAO",21
"RESUMO","Inserción laboral y regulamentación del trabajo de las mujeres en Brasil","2009","México","Espanhol","MEIO_DIGITAL","","NAO","","","NAO",22
"COMPLETO","Ocupação, Rendimentos e Gênero: Uma Comparação Brasil e Chile","2006","México","Português","MEIO_DIGITAL","","NAO","","","NAO",23
"COMPLETO","Formalização dos Contratos de trabalho e salários no Nordeste","2007","Brasil","Português","IMPRESSO","","NAO","","Formalization of employment contracts and salaries in the Brazilian Northeast","NAO",24
"COMPLETO","Trabajo Remunerado de las Mujeres e ingreso de las familias Brasileñas : 1981 ? 2005","2007","Espanha","Espanhol","IMPRESSO","","NAO","","Women's paid work and income of Brazilian families: 1981 2005","NAO",25
"RESUMO_EXPANDIDO","Efectos de los grados de escolaridad sobre los ingresos desde una perspectiva de género en la Região Metropolitana de São Paulo","2005","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",26
"COMPLETO","Labor income differences: a comparision between Brazil and Argentina","2009","Marrocos","Inglês","MEIO_DIGITAL","[http://iussp2009.princeton.edu/download.aspx?submissionId=90782]","NAO","","","NAO",27
"COMPLETO","Diferenças de renda do trabalho no Brasil: 2004 e 2007","2009","Brasil","Português","MEIO_DIGITAL","","NAO","","Differences in labor income in Brazil: 2004 and 2007","NAO",28
"COMPLETO","Determinantes da desigualdade no mercado de trabalho: um estudo comparativo entre Brasil e Argentina","2009","Brasil","Português","MEIO_DIGITAL","","NAO","","Determinants of inequality in the labor market: a comparative study between Brazil and Argentina","NAO",29
"COMPLETO","Formalização e Informalização do emprego no Brasil rural","2007","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",30
"COMPLETO","O Emprego Formal da Mulher no Crescimento Recente da Indústria","2011","Brasil","Português","MEIO_DIGITAL","[http://www.abet-trabalho.org.br/docs/anencabet2011.pdf]","NAO","","","NAO",31
"COMPLETO","População economicamente ativa, mercado de trabalho e gênero na retomada do crescimento econômico (2004-2008)","2010","Brasil","Português","MEIO_DIGITAL","[http://www.abep.nepo.unicamp.br/encontro2010/docs_pdf/tema_13/abep2010_2268.pdf]","NAO","","","NAO",32
"COMPLETO","As mulheres no mercado de trabalho e na organização sindical","2010","Brasil","Português","MEIO_DIGITAL","[http://www.abep.nepo.unicamp.br/encontro2010/docs_pdf/tema_8/abep2010_2200.pdf]","NAO","","","NAO",33
"COMPLETO","Mercado de trabalho no Brasil: diferenças de gênero","2010","Brasil","Português","MEIO_DIGITAL","[http://lasa.international.pitt.edu/members/congress-papers/lasa2010/files/3263.pdf]","NAO","","","NAO",34
"COMPLETO","Economic growth, employment and labour market regulation in Brazil.","2010","Brasil","Português","NAO_INFORMADO","[http://www.global-labour-university.org/fileadmin/GLU_conference_2010/papers/45._Economic_Growth__Employment_and_Labour_Market_Regulation_in_Brazil.pdf]","NAO","","","NAO",35
"COMPLETO","Cambios en la composición de las familias e impactos sobre la distribución del ingreso y reducción de la pobreza en Brasil","2007","Brasil","Português","OUTRO","","NAO","","","NAO",36
"COMPLETO","Economic growth and the labour market in Brazil: route and challenges.","2010","Inglaterra","Português","IMPRESSO","","NAO","","","NAO",37
"COMPLETO","Evolução da estrutura familiar e sua associação com a condição de pobreza das famílias brasileiras.","2007","Brasil","Português","IMPRESSO","","NAO","","","NAO",38
"RESUMO","Gênero e mercado de trabalho brasileiro nos anos 2000: aspectos regionais","2012","Estados Unidos","Português","VARIOS","","NAO","","","NAO",39
"COMPLETO","Um balanço da desigualdade de gênero no mercado de trabalho brasileiro","2012","Uruguai","Português","MEIO_DIGITAL","[http://www.alapop.org/2009/index.php?option=com_content&view=article&id=1149&Itemid=561]","NAO","","","NAO",40
"COMPLETO","GROWTH WITH SOCIAL INCLUSION AND LOW INCOME LABOR MARKET IN BRAZIL.","2015","Estados Unidos","Inglês","NAO_INFORMADO","","NAO","","","NAO",41
"COMPLETO","Dinâmica demográfica e mercado de trabalho","2015","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",42
"COMPLETO","Socially inclusive economic growth and the reduction of gender inequalities in the labour market","2016","Espanha","Inglês","NAO_INFORMADO","","NAO","","","NAO",43
"COMPLETO","Effects os recession on the Brazilian Labour Market in 2015","2016","África do Sul","Português","OUTRO","","NAO","","","NAO",44
"COMPLETO","Gênero e trabalho no crescimento econômico com inclusão social","2016","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",45
"RESUMO","'A mão de obra feminina na dinâmica recente do setor de serviços'","2012","Brasil","Português","MEIO_DIGITAL","[http://www.prp.unicamp.br/pibic/congressos/xxcongresso/cdrom/pibic/cadernosderesumos/LivroIC.pdf]","NAO","","","NAO",46
