NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Pedro Rossi,"ROSSI, P.",NAO,Estudos e Pesquisas na Área de Economia Bancária
Bruno de Conti,"Conti, Bruno",NAO,Estudos e Pesquisas na Área de Economia Bancária
Paulo Jose Wolf,"Wolf, Paulo José",NAO,Estudos e Pesquisas na Área de Economia Bancária
Alex. W. Paludetto,"PALUDETTO, A. W.",NAO,Estudos e Pesquisas na Área de Economia Bancária
Fernanda Ultremare,"ULTREMARE, F.",NAO,Estudos e Pesquisas na Área de Economia Bancária
Olivia Bullio Mattos,"MATTOS, O. B.",NAO,Estudos e Pesquisas na Área de Economia Bancária
Simone Silva de Deos,"DEOS, Simone",NAO,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
José Carlos de Souza Braga,"BRAGA, José Carlos de Souza",SIM,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
Marcos Antonio Macedo Cintra,"CINTRA, Marcos Antonio Macedo",NAO,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
Ana Rosa R Mendonça Sarti,"SARTI, Ana Rosa R Mendonça",NAO,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
Adriana Nunes Ferreira,"FERREIRA, Adriana Nunes",NAO,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
Carla Cristiane Lopes Corte,"CORTE, Carla Cristiane Lopes",NAO,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
Rogério Pereira de Andrade,"ANDRADE, Rogério Pereira de",NAO,Ciclo de Estudos e Debates sobre o Financiamento do Desenvolvimento no Âmbito do Acordo de Basiléia II
Simone Silva de Deos,"DEOS, Simone",NAO,Infra-estrutura econômica e indicadores sociais.
Juan Mário Fandiño,"FANDIÑO, Juan Mário",SIM,Infra-estrutura econômica e indicadores sociais.
Simone Silva de Deos,"DEOS, Simone",NAO,Arquitetura Financeira Internacional
José Carlos de Souza Braga,"BRAGA, José Carlos de Souza",NAO,Arquitetura Financeira Internacional
Giuliano Contento de Oliveira,"OLIVEIRA, G. C.",NAO,Arquitetura Financeira Internacional
Luciana Acioly da Silva,"SILVA, L. A.",SIM,Arquitetura Financeira Internacional
Simone Silva de Deos,"DEOS, Simone",SIM,As grandes mudanças mundiais em curso e seus impactos sobre as possibilidades e perspectivas de desenvolvimento do Brasil
José Carlos de Souza Braga,"BRAGA, José Carlos de Souza",NAO,As grandes mudanças mundiais em curso e seus impactos sobre as possibilidades e perspectivas de desenvolvimento do Brasil
Ana Rosa Ribeiro Mendonça,"MENDONÇA, Ana Rosa Ribeiro",NAO,As grandes mudanças mundiais em curso e seus impactos sobre as possibilidades e perspectivas de desenvolvimento do Brasil
Giuliano Contento de Oliveira,"OLIVEIRA, G. C.",NAO,As grandes mudanças mundiais em curso e seus impactos sobre as possibilidades e perspectivas de desenvolvimento do Brasil
Paulo José Whitaker Wolf,"WOLF, P. J. W.",NAO,As grandes mudanças mundiais em curso e seus impactos sobre as possibilidades e perspectivas de desenvolvimento do Brasil
Olívia Maria Bullio Mattos,"MATTOS, O. M. B.",NAO,As grandes mudanças mundiais em curso e seus impactos sobre as possibilidades e perspectivas de desenvolvimento do Brasil
Simone Silva de Deos,"DEOS, Simone",NAO,Finance and Inequality
Adriana Nunes Ferreira,"FERREIRA, Adriana Nunes",NAO,Finance and Inequality
Daniela Magalhães Prates,"PRATES, Daniela Magalhães",NAO,Finance and Inequality
Ana Rosa Ribeiro Mendonça,"MENDONÇA, Ana Rosa Ribeiro",NAO,Finance and Inequality
Nina Kaltenbrunner,"KALTENBRUNNER, N.",NAO,Finance and Inequality
Gary Dimsky,"DIMSKY, G.",SIM,Finance and Inequality
Giovanni Cozzi,"COZZI, G.",NAO,Finance and Inequality
Simone Silva de Deos,"DEOS, Simone",SIM,Regulação Bancária após a Crise: uma análise a partir de Minsky
