PROJETO-DE-PESQUISA_Id,SEQUENCIA-PROJETO,ANO-INICIO,ANO-FIM,NOME-DO-PROJETO,SITUACAO,NATUREZA,NUMERO-GRADUACAO,NUMERO-ESPECIALIZACAO,NUMERO-MESTRADO-ACADEMICO,NUMERO-MESTRADO-PROF,NUMERO-DOUTORADO,DESCRICAO-DO-PROJETO,IDENTIFICADOR-PROJETO,DESCRICAO-DO-PROJETO-INGLES,NOME-DO-PROJETO-INGLES,FLAG-POTENCIAL-INOVACAO,NOME-COORDENADOR-CERTIFICACAO,DATA-CERTIFICACAO,NUMERO_TECNICO_NIVEL_MEDIO,PARTICIPACAO-EM-PROJETO_Id
15,"1","2010","2013","Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes","CONCLUIDO","PESQUISA","","","3","","3","processo no. 2010/00628-1, FAPESP, 35 meses, início: 5/2010,´t 
Resumo: Linhas de Produtos de Software (LPS) e o Desenvolvimento Baseado em Componentes (DBC) são abordagens que têm sido usadas pra promover a reutilização e facilitar a evolução de sistemas de software. Um dos principais artefatos da LPS é a Arquitetura de Linhas de Produtos (ALP). Uma ALP provê uma visão global na qual são identificadas as partes variáveis e comuns de uma LPS em termos de elementos arquiteturais e suas configurações. No desenvolvimento de sistemas confiáveis, essas abordagens são usadas em conjunto com mecanismos de tratamento de exceções. Porém, mecanismos tradicionais de tratamento de exceções em geral consideram localmente um problema de natureza global, dificultando a compreensão do tratamento de exceção em nível sistêmico. Isso aumenta o acoplamento entre os comportamentos normal e excepcional da ALP, prejudicando assim, a adoção de diferentes estratégias de tratamento de exceções para diferentes produtos de uma mesma LPS. A definição do comportamento excepcional de forma global permite, por exemplo, gerar produtos com graus variados de tolerância a falhas, de acordo com as características escolhidas para sua geração. Este projeto de pesquisa propõe a criação de um modelo para explicitar variabilidades de fluxos de controle excepcionais e de tratadores de exceções em arquiteturas de linhas de produtos baseadas em componentes.","","","Variabilidade de Tratamento de Exceções em Arquiteturas de Linhas de Produtos Baseadas em Componentes","NAO","","","",15
16,"1","2011","","MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade","EM_ANDAMENTO","PESQUISA","","","","","","","","","MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade","NAO","","","",16
17,"2","2012","","Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software","EM_ANDAMENTO","PESQUISA","","","","","","Atualmente, a sociedade é altamente dependente de aplicações baseadas em Arquiteturas Orientadas a Serviços (SOA) para realizar tarefas rotineiras, tais como, recuperar valores de câmbios de moedas, utilizar serviços providos ao cidadão em plataformas de sistemas e-GOV, comprar passagens de voos e efetuar reservas diversas. No entanto, visto que serviços são caixas pretas e estão sob controle de organizações independentes, não é possível garantir que eles sejam 100% confiáveis. Desta forma, aplicações clientes devem ser capazes de tolerar eventuais falhas de software presentes nos serviços consumidos de modo a aumentar a confiabilidade das funcionalidades oferecidas aos usuários, isto é, de modo a evitar a ocorrência de defeitos. Na Internet, é possível encontrar serviços que são funcionalmente equivalentes, ou seja, que apoiam a mesma tarefa. Tais serviços são também conhecidos como serviços variantes. Desta forma, técnicas de tolerância a falhas baseada em diversidade de projeto são adequadas para SOA pois permite tolerar falhas de software dos serviços variantes existentes, aumentando, desta forma a confiabilidade dos sistemas que "consomem" tais serviços. Neste contexto, a proposta deste trabalho se concentra em projetar e implementar um framework para o desenvolvimento de arquiteturas tolerantes a falhas e orientadas a serviços. A solução será projetada e implementada conforme o modelo de componentes dinâmicos, chamado OSGI, de modo a facilitar a adaptação do framework em tempo da execução - conforme percepção do ambiente (e.g. disponibilidade de serviços variantes) e requisitos dos usuários. Técnicas de Linhas de Produtos de Software serão utilizadas a fim de apoiar variabilidades referentes aos diferentes mecanismos para executar serviços variantes (e.g. sequencial, paralelo e híbridos) e diferentes mecanismos responsáveis por julgar a corretude dos resultados obtidos a partir destas execuções.","","","Uma Infraestrutura para Tolerância a Falhas em SOA utlizando Linhas de Produto de Software","SIM","","","",16
18,"3","2012","2013","Um Framework baseado em Linhas de Produtos de Software para Tolerância a Falhas em Sistemas Orientados a Serviços","CONCLUIDO","PESQUISA","","","","","","","","","Um Framework baseado em Linhas de Produtos de Software para Tolerância a Falhas em Sistemas Orientados a Serviços","NAO","","","",16
19,"4","2011","2012","Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis","CONCLUIDO","PESQUISA","","","","","","","","","Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis","NAO","","","",17
20,"6","2010","2012","Variabilidade de Tratamento de Exceções em Linhas de Produtos de Software","CONCLUIDO","PESQUISA","","","","","","","","","","NAO","","","",18
21,"9","2014","","Uma Infraestrutura para Linhas de Produtos de Software Dinâmicas e Orientadas a Serviços","EM_ANDAMENTO","PESQUISA","","","","","","1. Valor do Financiamento/Projeto: bolsa + taxa de bancada
2. Vigência Mês/Ano de Início e Mês/Ano de término: 3/2014 a 2/2018.
3. Número do Processo CNPq 308411/2013-7
4. Grupos/linhas de pesquisa em que se insere o projeto: Sistemas de
Informação/Engenharia de Software e Sistemas de Computação/Sistemas
Tolerantes a Falhas
5. Tipo de Financiamento: Bolsa Produtividade em Pesquisa, nível 1D.
6. Tipo do Projeto: Pesquisa Aplicada
7. Tipo de Envolvimento do Contrato: Projeto Individual","","","Uma Infraestrutura para Linhas de Produtos de Software Dinâmicas e Orientadas a Serviços","SIM","","","",19
22,"11","2016","","SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa","EM_ANDAMENTO","PESQUISA","","","","","","O objetivo principal do projeto SORTS, Suporte a Orquestração 
de Serviços Resilientes e Confiáveis na Névoa (Supporting the 
Orchestration of Resilient and Trustworthy Fog Services -SORTS), é a 
pesquisa, concepção, implementação e avaliação de um Orquestrador de 
Serviços capaz de assegurar a resiliência e confiabilidade de serviços 
dinâmicos abertos de grande dimensão na Névoa. O orquestrador de 
serviços será responsável pela composição dos serviços básicos da Névoa 
(sensorização, conectividade, armazenamento, processamento, serviços de 
plataforma e de software) em serviços mais complexos como sensorização 
de tráfego baseada em multidões e serviços de planejamento de viagens. A 
execução de serviços compostos na Névoa pode envolver diversos 
dispositivos e entidades espalhadas por uma ampla área, o que traz 
complexidade em termos de tomada de decisão em relação a alocação de 
recursos para alcançar desempenho aceitável. Para coordenar a execução 
dos serviços complexos oferecidos aos usuários da Névoa, serão 
desenvolvidos mecanismos de orquestração de forma a sincronizar e 
combinar a operação dos serviços básicos garantindo as especificações da 
Névoa, incluindo baixa latência, resiliência e confiabilidade.","","","SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa","NAO","","","",20
23,"1","2004","2007","Projeto RODIN: Rigorous Open Development Environment  for  Complex Systems","CONCLUIDO","PESQUISA","","","","","1","Projeto Europeu RODIN: Rigorous Open Development Environment for
Complex Systems (http://rodin.cs.ncl.ac.uk/), coordenador: Alexander
Romanovsky, University  of Newcastle upon  Tyne, financiado por
Information Society Technologies (IST), Cecília Rubira e Fernando
Castor são membros associados.","","","","NAO","","","",21
24,"7","2009","2013","INCT em Ciencia da WEB","CONCLUIDO","PESQUISA","","","","","","","","","INCT em Ciencia da WEB","NAO","","","",22
25,"8","2014","","DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS","EM_ANDAMENTO","PESQUISA","","","","","","Proposal Number: 612569, International Research
Staff Exchange Scheme (Europe), Marie Curie IRSES grant, call: FP7-PEOPLE-2013 IRSES, duration: 48 months, coordenador: Marco Vieira, Universidade de Coimbra, Portugal. Instituições envolvidas: Universidade de Coimbra, UNICAMP, UFAL, Universidade de Florença.
https://www.cisuc.uc.pt/projects/show/174","","The DEVASSES project aims at taking a step forward in the design and deployment of large-scale, dynamic service-based software systems by supporting the transfer of knowledge on novel state of the art methods, techniques, and tools for both design time and run time verification and validation. The goal is to reinforce existing partners? cooperation through a coordinated program of exchange of researchers, taking as context a common research problem, which provides the frame for the project scientific activities and cannot currently be tackled by any of the partners individually. The project includes joint research activities, focused training activities, and joint workshops, designed to exploit complementary expertise and to create synergies among the partners, establishing the basis for sustainable future cooperation at different levels, including: co-advising of PhD candidates, joint organization of international events (workshops, conferences, summer schools, etc.), participation in bilateral project proposals, participation in large-scale international project proposals, etc.","DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS","SIM","","","",23
26,"10","2013","","e-phenology: Combining New Technologies to Monitor Phenology from Leaves to Ecosystems","EM_ANDAMENTO","PESQUISA","","","","","","The e-phenology is a multidisciplinary project that explores innovative solutions for plant monitoring in the tropics, combining research in Phenology, Ecology and Computer Science.","","","e-phenology: Combining New Technologies to Monitor Phenology from Leaves to Ecosystems","SIM","","","",24
27,"13","2016","","EUBra-BIGSEA Europe ? Brazil Collaboration of BIG Data Scientific Research through Cloud-Centric Applications","EM_ANDAMENTO","PESQUISA","","","","","","EUBra-BIGSEA will design and implement Big Data services on top of a QoS-aware cloud infrastructure and a set of innovative technologies, using standards and providing security and privacy, for distributed applications on multiple data models. The project addresses these main objectives:

EUBra-BIGSEA will develop advanced cloud services to support Big Data. These cloud services will address three main challenges: a) Quality of Service (smart policies for vertical and horizontal elastic adjustment of resources allocated to meet deadlines and dynamic adjustment of workloads at the level of Virtual Machines, containers and physical servers) and integrated monitoring of resources beyond what current Cloud Management Platforms currently provide; b) the support of advanced business models (price-based, dynamic re-scheduling of data analyses to exploit the best use of infrastructural resources, minimising costs) for on-premise or public infrastructures; and c) the usage of standards for the definition of the software appliances.

The project will provide a programming abstraction layer to facilitate the development of applications. This layer will expose a coherent high-level API for data analytics, as well as for the building and deployment of innovative Big Data services in the cloud for capturing, federating and annotating large volumes of data on top of efficient programming models.

Coupled with this, EUBra-BIGSEA will design a set of innovative technologies for guaranteeing the fulfilment of the security and privacy policies, as well as the development of efficient mechanisms for guaranteeing privacy on the Big Data scenario where conventional techniques cannot be applied.

http://www.eubra-bigsea.eu/","","","EUBra-BIGSEA Europe ? Brazil Collaboration of BIG Data Scientific Research through Cloud-Centric Applications","NAO","","","",25
