NOME-COMPLETO-DO-PARTICIPANTE-DE-EVENTOS-CONGRESSOS,NOME-PARA-CITACAO-DO-PARTICIPANTE-DE-EVENTOS-CONGRESSOS,ORDEM-PARTICIPANTE,NRO-ID-CNPQ,PARTICIPACAO-EM-CONGRESSO_Id,PARTICIPACAO-EM-SEMINARIO_Id,PARTICIPACAO-EM-SIMPOSIO_Id,PARTICIPACAO-EM-OFICINA_Id,PARTICIPACAO-EM-ENCONTRO_Id,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,2,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,3,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,4,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,5,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,6,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,7,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,8,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,9,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,10,,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,0,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,1,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,2,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,3,,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,0,,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,0,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,1,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,2,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,3,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,4,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,5,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,6,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,7,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,8,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,9,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,10,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,11,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,12,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,13,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,14,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,15,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,16,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,17,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,18,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,19,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,20,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,21,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,22,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,23,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,24,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,25,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,26,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,27,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,28,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,29,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,30,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,31,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,32,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,33,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,34,
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,0
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,1
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,2
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,3
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,4
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,5
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,6
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,7
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,8
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,9
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,10
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,11
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,12
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,13
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,14
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,15
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,16
"Denise Hortência Lopes Garcia","GARCIA, D. H. L.","1","5348922588451895",,,,,,17
