ANO_INICIO,ANO_FIM,NOME,SITUACAO,NATUREZA,DESCRICAO
2015,NULL,Um estudo sobre a produção em arte e tecnologia no curso de Licenciatura em Música do Instituto de Artes da Unicamp como embasamento para análise dos impactos das novas tecnologias na arte-educação,EM_ANDAMENTO,PESQUISA,Projeto de Pesquisa
2015,NULL,Oficinas de música para crianças e adolescentes com deficiência cognitiva,EM_ANDAMENTO,EXTENSAO,O projeto é desenvolvido no Centro de Atendimento Psicossocial Infanto-juvenil (CAPSi) ?Espaço Viver? de Sumaré com o propósito de desenvolver projeto musical para crianças e adolescentes gravemente comprometidos do ponto de vista psíquico
2015,2016,Oficinas de música para crianças e adolescentes com deficiência cognitiva,CONCLUIDO,PESQUISA,"O objetivo deste projeto é proporcionar às crianças e jovens frequentadores do CAPSi de Sumaré conhecimentos musicais e momentos de interação com o grupo, estimulando-os a pensar e organizarem-se mentalmente, ampliando a relação entre aspectos psicológicos emocionais (querer fazer, vontade), mentais (saber fazer) e motores (poder fazer), com base nos estudos da psicomotricidade.
Para as crianças e jovens do ?Espaço Viver? o contato com a música e com a vivência rítmica é uma possibilidade de interação social e ampliação de suas habilidades psicomotoras. Para a equipe da Unicamp, a oportunidade de conhecer mais a fundo a proposta do CAPSi e desenvolver um trabalho bem planejado com essas crianças e jovens contribui para a formação dos estudantes da Licenciatura em Música e pós-graduação em Educação Musical. Nas escolas brasileiras, hoje é obrigatório por lei que a inclusão educacional e social seja feita. Assim, a oportunidade de desenvolver um projeto para a comunidade envolvendo crianças e jovens com deficiência cognitiva trará contribuições significativas para a formação do futuro profissional."
2002,2012,Conexão do Saber,CONCLUIDO,PESQUISA,NULL
2015,2015,A Rítmica Dalcroze: uma educação por e para a música,CONCLUIDO,EXTENSAO,NULL
2015,2015,Oficina de música para pedagogos,CONCLUIDO,EXTENSAO,"Este curso pretende oferecer subsídios teórico-práticos dos elementos musicais básicos para a atuação de pedagogos na Educação Infantil e Ensino Fundamental I, abordando os parâmetros do som, ritmos corporais, brincadeiras e cantigas de roda, utilização de versos e rimas, criação através de pesquisa sonora, ampliação de repertório e apreciação."
2016,2016,A Rítmica Dalcroze: uma educação por e para a música,CONCLUIDO,EXTENSAO,NULL
2013,2015,Oficina de canto coral,CONCLUIDO,EXTENSAO,NULL
2013,2013,Oficina de música para pedagogos,CONCLUIDO,EXTENSAO,"Este curso pretende oferecer subsídios teórico-práticos dos elementos musicais básicos para a atuação de pedagogos na Educação Infantil e Ensino Fundamental I, abordando os parâmetros do som, ritmos corporais, brincadeiras e cantigas de roda, utilização de versos e rimas, criação através de pesquisa sonora, ampliação de repertório e apreciação."
2013,NULL,PROCAD/Casadinho/CAPES,EM_ANDAMENTO,PESQUISA,Projeto Interinstitucional
2012,NULL,Programa de Incentivo de Bolsa de Iniciação à Docência (PIBID),EM_ANDAMENTO,PESQUISA,Programa financiado pela Capes
