NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Rosana Baeninger,"BAENINGER, R.",NAO,Pólos Regionais e Regiões Metropolitanas do Estado de São Paulo: desigualdades sociais e indicadores para políticas - Edital de Chamada MCT/FINEP/FNDCT Pesquisas em Ciências Sociais 04/6.
Stela Maria Telles,"TELLES, S. M.",NAO,Pólos Regionais e Regiões Metropolitanas do Estado de São Paulo: desigualdades sociais e indicadores para políticas - Edital de Chamada MCT/FINEP/FNDCT Pesquisas em Ciências Sociais 04/6.
Aline Smaniotto,"Smaniotto, A.",NAO,Pólos Regionais e Regiões Metropolitanas do Estado de São Paulo: desigualdades sociais e indicadores para políticas - Edital de Chamada MCT/FINEP/FNDCT Pesquisas em Ciências Sociais 04/6.
Fabiana de Andrade,"ANDRADE, F.",NAO,Pólos Regionais e Regiões Metropolitanas do Estado de São Paulo: desigualdades sociais e indicadores para políticas - Edital de Chamada MCT/FINEP/FNDCT Pesquisas em Ciências Sociais 04/6.
Marcelo Tavares,"TAVARES, M.",NAO,Pólos Regionais e Regiões Metropolitanas do Estado de São Paulo: desigualdades sociais e indicadores para políticas - Edital de Chamada MCT/FINEP/FNDCT Pesquisas em Ciências Sociais 04/6.
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Mercado de trabalho, gênero e renda familiar"". Bolsa de Produtividade em Pesquisa - PQ 1C - Processo: 301737/2006-1."
Iolanda Christine Monteiro,"MONTEIRO, I. C.",NAO,"""Mercado de trabalho, gênero e renda familiar"". Bolsa de Produtividade em Pesquisa - PQ 1C - Processo: 301737/2006-1."
Alessandra Scalioni Brito,"BRITO, A. S.",NAO,"""Mercado de trabalho, gênero e renda familiar"". Bolsa de Produtividade em Pesquisa - PQ 1C - Processo: 301737/2006-1."
Gustavo Monteiro,"MONTEIRO, G.",NAO,"""Mercado de trabalho, gênero e renda familiar"". Bolsa de Produtividade em Pesquisa - PQ 1C - Processo: 301737/2006-1."
Eugenia Troncoso Leone,"LEONE, E. T.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Marcelo W. Proni,"PRONI, M. W.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Anselmo Luís dos Santos,"SANTOS, A. L.",SIM,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Amilton José Moretto,"MORETTO, A. J.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Denis Maracci Gimenez,"GIMENEZ, D. M.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Walter Barelli,"BARELLI, W.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Ricardo Azevedo,"AZEVEDO, R.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Fabiano Lago Garrido,"GARRIDO, F. L.",NAO,Construindo o Diagnóstico Municipal: Uma metodologia - Centro de Estudos e Pesquisas de Administração Municipal - CEPAM
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"Ocupação, gênero e renda familiar na dinâmica recente do mercado de trabalho"
Mayra Gobbi Silva,"SILVA, M. G.",NAO,"Ocupação, gênero e renda familiar na dinâmica recente do mercado de trabalho"
Daphnae Helena Picoli,"PICOLI, D. H.",NAO,"Ocupação, gênero e renda familiar na dinâmica recente do mercado de trabalho"
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Estrutura ocupacional e Padrão de Inserção Feminina no Brasil"". Bolsa de Produtividade em Pesquisa - PQ 1C - Processo: 523505/96-5."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Mudanças no Mercado de Trabalho Feminino: diversidade da inserção na Região Metropolitana de São Paulo nos anos 90"". Bolsa de produtividade em Pesquisa - PQ 1C - Processo: 523505/96-5."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Emprego Feminino: Formas de Expansão e Natureza da Inserção"". Bolsa de Produtividade em Pesquisa - PQ 1C - processo: 523505/96-5."
Juliana rocha Lages,"LAGES, J. R.",NAO,"""Emprego Feminino: Formas de Expansão e Natureza da Inserção"". Bolsa de Produtividade em Pesquisa - PQ 1C - processo: 523505/96-5."
Luciano Liesenberg,"LIESENBERG, L.",NAO,"""Emprego Feminino: Formas de Expansão e Natureza da Inserção"". Bolsa de Produtividade em Pesquisa - PQ 1C - processo: 523505/96-5."
Adriana Strusburg Camargo de Andrade,"ANDRADE, A. S. C.",NAO,"""Emprego Feminino: Formas de Expansão e Natureza da Inserção"". Bolsa de Produtividade em Pesquisa - PQ 1C - processo: 523505/96-5."
Cleber Luiz Lourenço,"LOURENÇO, C. L.",NAO,"""Emprego Feminino: Formas de Expansão e Natureza da Inserção"". Bolsa de Produtividade em Pesquisa - PQ 1C - processo: 523505/96-5."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Mercado de trabalho, gênero e renda familiar"". Edital CNPq 04/2008 - Apoio Técnico, Processo: 502299/2008-8."
Alessandra Scalioni Brito,"BRITO, A. S.",NAO,"""Mercado de trabalho, gênero e renda familiar"". Edital CNPq 04/2008 - Apoio Técnico, Processo: 502299/2008-8."
Gustavo Monteiro,"MONTEIRO, G.",NAO,"""Mercado de trabalho, gênero e renda familiar"". Edital CNPq 04/2008 - Apoio Técnico, Processo: 502299/2008-8."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 57/2005 - Apoio Técnico. Processo: 503047/2005-8"
Ana Luiza Lodi,"LODI, A. L.",NAO,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 57/2005 - Apoio Técnico. Processo: 503047/2005-8"
Nathalia Borges,"BORGES, N.",NAO,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 57/2005 - Apoio Técnico. Processo: 503047/2005-8"
Iolanda Christine Monteiro,"MONTEIRO, I. C.",NAO,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 57/2005 - Apoio Técnico. Processo: 503047/2005-8"
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 05/2004. Processo: 503527/2004-1.."
Ana Luiza Lodi,"LODI, A. L.",NAO,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 05/2004. Processo: 503527/2004-1.."
Nathalia Borges,"BORGES, N.",NAO,"""Mercado de Trabalho nas áreas metropolitanas de 1992 a 2002: efeitos sobre a população masculina e feminina"". Edital CNPq 05/2004. Processo: 503527/2004-1.."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Mulher, mercado de trabalho e pobreza: um estudo da inserção da mulher na atividade econômica e suas implicações para a família"". Bolsa de Produtividade em Pesquisa - PQ 1C ."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"Fortalecimento político das mulheres para garantir e ampliar direitos, promover a igualdade no mundo do trabalho e a autonomia econômica."
José Dari Krein,"KREIN, J. D",NAO,"Fortalecimento político das mulheres para garantir e ampliar direitos, promover a igualdade no mundo do trabalho e a autonomia econômica."
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,"""Custo do trabalho e medidas de conciliação trabalho e família"" - Colaboração Externa"
Amilton José Moretto,"MORETTO, A. J.",NAO,"""Custo do trabalho e medidas de conciliação trabalho e família"" - Colaboração Externa"
Eugenia Troncoso Leone,"LEONE, E. T.",SIM,Desigualdades de gênero no mercado de trabalho assalariado
