NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","Influence of Data Correction on Land Cover Classification Using Knn Classifier on Temporarily Spaced Landsat8 Images","2016","Argentina","Inglês","MEIO_DIGITAL","","NAO","","","NAO",40
"COMPLETO","Divergence map from diffusion tensor imaging: Concepts and application to corpus callosum","2016","Brasil","Português","NAO_INFORMADO","","NAO","10.1109/EMBC.2016.7590900","","NAO",41
"COMPLETO","Extinction profiles: A novel approach for the analysis of remote sensing data","2016","Estados Unidos","Inglês","VARIOS","","NAO","10.1109/IGARSS.2016.7730335","","NAO",42
"COMPLETO","An Overview of Max-Tree Principles, Algorithms and Applications","2016","Brasil","Inglês","MEIO_DIGITAL","","NAO","10.1109/sibgrapi-t.2016.011","","NAO",43
"COMPLETO","A Max-Tree Simplification Proposal and Applications for the Interactive Max-Tree Visualization Tool","2016","Brasil","Português","MEIO_DIGITAL","","NAO","10.1109/sibgrapi.2016.050","","NAO",44
"COMPLETO","A new approach for longitudinal study of white matter lesion based on texture variation","2016","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",45
"COMPLETO","Metodologia para seleção de espectros de interesse em Espectroscopia Multi-Voxel por Ressonância Magnética","2016","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",46
"COMPLETO","Método Automático de Segmentação dos Pulmões em Imagens de CT Baseado Na Max-Tree","2016","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",47
"COMPLETO","Multiple fuzzy object modeling improves sensitivity in automatic anatomy recognition","2014","Estados Unidos","Inglês","VARIOS","","NAO","","","NAO",48
"RESUMO_EXPANDIDO","Paralelização e implementação na nuvem de algoritmos de detecção de lesões na substância branca do cérebro","2017","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",49
"RESUMO_EXPANDIDO","Segmentation of Lung and its Lesions in Computer Tomographic Images","2017","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",50
"RESUMO","White matter lesion segmentation using texture-based classification on MR imaging","2017","Canadá","Português","NAO_INFORMADO","","NAO","","","NAO",51
"RESUMO","Characterizing White Matter Hyperintensities for Longitudinal Atherosclerosis Studies","2017","Canadá","Inglês","NAO_INFORMADO","","NAO","","","NAO",52
"RESUMO","A empresa Júnior da Faculdade de Engenharia Elétrica da UNICAMP","1992","Brasil","Português","IMPRESSO","","NAO","","","NAO",53
