NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,APRESENTACAO-DE-TRABALHO_Id
"CONGRESSO","Multiple fuzzy object modeling improves sensitivity in automatic anatomy recognition","2014","Estados Unidos","Inglês","NAO","","","NAO",38
"CONGRESSO","Web-based platform for Medical Imaging Research","2014","Brasil","Inglês","NAO","","","NAO",39
"OUTRA","Segmentação de imagens de tensores de difusão no contexto da morfologia matemática","2013","Brasil","Português","NAO","","","NAO",40
"CONGRESSO","Web-based platform for collaborative medical imaging research","2015","Estados Unidos","Inglês","NAO","","","NAO",41
"CONGRESSO","Mid?callosal plane determination using preferred directions from diffusion tensor images","2015","Estados Unidos","Inglês","NAO","","","NAO",42
"CONGRESSO","Interactive max-tree visualization tool for image processing and analysis","2015","França","Inglês","NAO","","","NAO",43
"CONGRESSO","An Array-based Node-Oriented Max-tree Representation","2015","Estados Unidos","Inglês","NAO","","","NAO",44
"SEMINARIO","Caracterização de estruturas e tecidos cerebrais a partir de imagens de tensores de difusão","2015","Brasil","Português","NAO","","","NAO",45
"CONGRESSO","3D texture-based classification applied on brain white matter lesions on MR images","2016","Estados Unidos","Inglês","NAO","","","NAO",46
"CONGRESSO","Divergence Map from Diffusion Tensor Imaging: Concepts and Application to Corpus Callosum","2016","Estados Unidos","Inglês","NAO","","","NAO",47
"OUTRA","Watershed-based segmentation of the midsagittal section of the corpus callosum in diffusion MRI","2011","Brasil","Português","NAO","","","NAO",48
