PROJETO-DE-PESQUISA_Id,SEQUENCIA-PROJETO,ANO-INICIO,ANO-FIM,NOME-DO-PROJETO,SITUACAO,NATUREZA,NUMERO-GRADUACAO,NUMERO-ESPECIALIZACAO,NUMERO-MESTRADO-ACADEMICO,NUMERO-MESTRADO-PROF,NUMERO-DOUTORADO,DESCRICAO-DO-PROJETO,IDENTIFICADOR-PROJETO,DESCRICAO-DO-PROJETO-INGLES,NOME-DO-PROJETO-INGLES,FLAG-POTENCIAL-INOVACAO,NOME-COORDENADOR-CERTIFICACAO,DATA-CERTIFICACAO,NUMERO_TECNICO_NIVEL_MEDIO,PARTICIPACAO-EM-PROJETO_Id
11,"8","2010","2014","Projeto de Pesquisa Individual FAPESP (Proc. 2009/06168-5) pelo período de 24 meses. Projeto de pesquisa: ?Aquisição do Simulador Digital em tempo real RTDS e contribuições para a manobra de religamento de linhas de transmissão","CONCLUIDO","PESQUISA","1","","3","","3","Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro
uso do RTDS na proteção de linha de um pouco mais de meio comprimento de onda - elo ca
religamento tripolar rápido para linha trifásica compensada
transitórios eletromagnéticos em liha de um pouco mais de meio comprimento de onda
religamento monopolar 
modelo matemático do arco elétrico","","Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro","Projeto de Pesquisa Individual FAPESP (Proc. 2009/06168-5) pelo período de 24 meses. Projeto de pesquisa: ?Aquisição do Simulador Digital em tempo real RTDS e contribuições para a manobra de religamento de linhas de transmissão","NAO","","","",9
12,"9","2011","","Ensaio de Transmissão de Energia em Linha de Pouco Mais de Meio Comprimento de Onda","EM_ANDAMENTO","PESQUISA","","","4","","2","P&D Chamada nº 004/2008 de projetos estratégicos da ANEEL ELETRONORTE/CHESF/ENTE/UFBA/UEFS 
estudo da energização de um tronco de um pouco mais de meio comprimento de onda composto por linhas do sistema interligado nacional","","","","SIM","","","",10
13,"10","2004","2011","Desenvolvimento de modelo de arco secundário","CONCLUIDO","EXTENSAO","2","","2","","","desenvolvimento de modelo de arco secundário - Projeto COPPETEC","","","","SIM","","","",11
14,"11","2002","2004","Estudos Pré-Operacionais De Transitórios Eletromagnéticos Para A Expansão Da Interligação Nordeste-Sudeste","CONCLUIDO","EXTENSAO","","","","","","consultoria para FLUXO ENGENHARIA LTDA","","","","NAO","","","",12
15,"12","2002","2005","Produtividade em Pesquisa CNPq no 520061/1999-3 : Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas","CONCLUIDO","PESQUISA","1","","4","","1","","","","Produtividade em Pesquisa CNPq no 520061/1999-3 : Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas","NAO","","","",13
16,"13","2005","2008","Produtividade em pesquisa CNPq no304496/2004-9 : Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar","CONCLUIDO","PESQUISA","6","","5","","1","Neste período aprofundamos a análise de transitórios eletromagnéticos em sistema de potência, com especial ênfase na modelagem de linha de transmissão e proteção diferencial de transformadores de potência. A pesquisa abrangeu tanto a modelagem da linha em simuladores digitais, especificamente programas de transitórios eletromagnéticos que representam os fenômenos no domínio do tempo do tipo ATP, quanto um estudo mais aprofundado dos parâmetros elétricos longitudinais e transversais da linha, através de análise de sensibilidade da geometria das torres e das características físicas dos condutores. Um estudo importante realizado envolvendo o cálculo dos parâmetros da linha consiste na correta modelagem dos parâmetros do solo em função da freqüência. Este trabalho já se encontra em andamento com resultados importantes já publicados, e nesse período avançamos na análise de dados de medidas de campo obtidos durante o projeto anterior. O estudo sobre proteção diferencial de transformador foi retomado dando continuidade à pesquisa anteriormente realizada. Uma nova linha de pesquisa que avançamos bastante consiste no estudo da manobra monopolar para abertura/religamento durante a ocorrência de faltas monofásicas.","","","","NAO","","","",14
17,"15","2007","2010","Projeto de Pesquisa Individual FAPESP Proc. 07/01659-5 Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar","CONCLUIDO","PESQUISA","1","","2","","2","Estudos de Transitórios Eletromagnéticos e Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar","","","","NAO","","","",15
18,"14","2007","2010","CNPq - Edital Universal Universal 2007 ? Proc. No. 470926/2007-4 Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Bra","CONCLUIDO","PESQUISA","1","","2","","2","Consolidação do Grupo de Estudo de Transitórios Eletromagnéticos com Contribuições para a Manobra de Religamento Monopolar e Avaliação de Alternativas para a Expansão do Sistema Elétrico Brasileiro","","","","NAO","","","",15
19,"16","2008","2010","Projeto de Pesquisa Individual FAPESP proc. 07/08482-3 Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar","CONCLUIDO","PESQUISA","1","","2","","2","Desenvolvimento de Modelos de Arco Secundário para Estudo de Religamento Monopolar","","","","NAO","","","",16
20,"17","2008","2011","Produtividade em pesquisa CNPq - Proc no. 302562/2007-9 Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos, Religamento Monopolar e Expansão do Sistema Elétrico","CONCLUIDO","PESQUISA","","","","","","Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos, Religamento Monopolar e Expansão do Sistema Elétrico","","","","NAO","","","",17
21,"18","2011","2014","Produtividade em pesquisa CNPq - Proc no. 304035/2010-6 Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro","CONCLUIDO","PESQUISA","","","","","","Contribuição para o Estudo de Transitórios Eletromagnéticos e para a Expansão do Sistema Elétrico Brasileiro","","","","NAO","","","",18
22,"19","2015","","Contribuição para a Área de Sistema de Potência com enfoque em Transitórios Eletromagnéticos, Religamento de Linhas de Transmissão, Modelagem de Arco Secundário e Estudo de Alternativas para Transmissão a Muito Longa Distância","EM_ANDAMENTO","PESQUISA","2","","5","","5","Produtividade em pesquisa CNPq - Proc no. 302879/2014-5 ? nível 2","","","","NAO","","","",19
23,"1","2005","2007","Projeto Universal 2004 proc. 480767/2004-1 - Desenvolvimento de Modelos Para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar","EM_ANDAMENTO","PESQUISA","1","0","4","0","1","No presente plano de trabalho são descritas as pesquisas a serem realizadas durante os próximos 24 meses. Estas pesquisas darão continuidade aos trabalhos em andamento e a pesquisa anteriormente apoiada através do Projeto Universal/CNPq 2001, aumentando a abrangência das atividades com a incorporação de novas frentes de atuação. O projeto relaciona-se à análise de transitórios eletromagnéticos em sistema de potência, com especial ênfase na modelagem de linha de transmissão e proteção diferencial de transformadores de potência. A pesquisa envolve tanto a modelagem da linha em simuladores digitais, especificamente programas de transitórios eletromagnéticos que representam os fenômenos no domínio do tempo do tipo ATP, quanto um estudo mais aprofundado dos parâmetros elétricos longitudinais e transversais da linha, através de análise de sensibilidade da geometria das torres e das características físicas dos condutores. Um estudo importante que se relaciona com o cálculo dos parâmetros da linha consiste na correta modelagem dos parâmetros do solo em função da freqüência. Esta pesquisa já se encontra em andamento com resultados importantes já publicados, e com uma promissora continuidade através da análise de dados de medidas de campo obtidos durante o projeto anterior. O estudo sobre proteção diferencial de transformador dará continuidade a pesquisa anteriormente realizada. Uma nova linha de pesquisa que amplia a área de atuação consiste no estudo da manobra monopolar para abertura/religamento durante a ocorrência de faltas monofásicas. 
Os novos tópicos propiciarão a expansão das atividades de pesquisa e, principalmente, a formação mais abrangente dos alunos envolvidos. Através deste projeto pretende-se criar a estrutura básica para a montagem de um laboratório de estudo de transitórios eletromagnéticos em sistema da potência na FEEC/UNICAMP.","","","","NAO","","","",20
24,"1","1999","2002","Jovem Pesquisador FAPESP . 1998/14826-6 - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos","CONCLUIDO","PESQUISA","1","0","0","0","0","O projeto consistiu no desenvolvimento de modelos para estudo de transitórios eletromagnéticos e neste último ano abrangeu os seguintes temas: 
modelagem da linha de transmissão para estudos de transitórios eletromagnéticos na faixa de freqüência até 10 kHz, representando a dependência com a freqüência dos parâmetros longitudinais;
medição dos parâmetros do solo;
estudo do efeito da transposição das linhas de transmissão na análise de componentes harmônicas;
Estudo da abertura monofásica - arco secundário;
estudo da composição harmônica das manobras e defeitos que podem sensibilizar a proteção diferencial de transformadores, incluindo a efeito da saturação dos TCs;
Estudo de descargas atmosféricas.","","","Jovem Pesquisador FAPESP - Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos","NAO","","","",21
25,"1","1999","2001","Projeto Integrado CNPq no 520061/99-3 - Estudos de Modelagem de Linha de Transmissão","CONCLUIDO","PESQUISA","4","0","0","0","2","O projeto integrado consistiu na formação de um grupo de alunos nos assuntos relacionado com transitórios eletromagnéticos num sistema elétrico e, em particular, em linhas de transmissão. Todos os alunos tiveram que estudar teoria de parâmetros de linha e um deles se aprofundou no cálculo dos parâmetros elétricos, implementando um programa que calcula os parâmetros elétricos da linha em função da freqüência no ambiente Mathematica. 
As tarefas foram bem definidas, sendo que os outros dois alunos trabalharam tanto com simulação de casos no ATP quanto com desenvolvimento de pequenos programas no ambiente Delphi.","","","Projeto Integrado CNPq - Estudos de Modelagem de Linha de Transmissão","NAO","","","",22
26,"1","2001","2002","Projeto Integrado CNPq no 520061/99-3a - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas","CONCLUIDO","PESQUISA","4","0","1","0","2","O projeto integrado consistiu na formação de um grupo de alunos nos assuntos relacionado com transitórios eletromagnéticos num sistema elétrico, em particular, em linhas de transmissão e transformador. Além destes tópicos foram incluídos mais dois tópicos, análise do modelo de transformador no ATP e descargas atmosféricas, o que propiciou a expansão das atividades de pesquisa e, principalmente, a formação mais abrangente dos alunos envolvidos. 
As tarefas foram bem definidas, sendo que dois alunos participaram de trabalhos de campo relacionados com captação de descargas atmosféricas, enquanto os demais alunos desenvolveram trabalhos teóricos, com subseqüente implementação computacional.","","","Projeto Integrado CNPq - Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Descargas Atmosféricas","NAO","","","",23
27,"1","2001","2002","Edital Universal 2001 no 479486/01-8 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","CONCLUIDO","PESQUISA","4","0","0","0","2","A presente proposta de pesquisa, a ser realizada pelo conjunto de três universidades (Universidade de São Paulo -
Escola de Engenharia de São Carlos; COPPE / Universidade Federal do Rio de Janeiro e Universidade Estadual
de Campinas), apresenta a continuação do estudo realizado desde 1996, no que diz respeito à linha de
transmissão e transformador. Além destes tópicos já cobertos num projeto em andamento, proc. 520061/99-3(NV)
EE AI, na proposta atual estão incluídos mais dois tópicos, análise do modelo de transformador no ATP e
descargas atmosféricas. Estes novos tópicos propiciarão a expansão das atividades de pesquisa e, principalmente,
a formação mais abrangente dos alunos envolvidos.
O trabalho de linha de transmissão foi iniciado no doutorado da Dra. Maria Cristina Tavares, em 1998. Ao longo
destes anos foram apresentados diversos artigos técnicos em congressos internacionais e nacionais, além de
publicações em revistas internacionais. Atualmente a equipe congrega 03 alunos de doutorado (UNICAMP) e 07
alunos de iniciação científica (EESC/USP).
As pesquisas em andamento são sobre linha de transmissão e proteção diferencial de transformador. No caso de
linha de transmissão, o modelo desenvolvido no doutorado consiste numa representação mais precisa da linha
para ser utilizada em estudos de transitórios. No modelo da proteção do transformador, são representados o
transformador e o seu sistema de proteção diferencial com detalhes, tendo como objetivo final permitir a análise
de desempenho da proteção. Apesar de serem trabalhos distintos, em ambos é utilizada a mesma ferramenta
computacional, o ATP, com a qual a equipe está bastante familiarizada. Pretende-se aumentar o número de
alunos capacitados a utilizá-la, por ser esta uma ferramenta de uso disseminado na área de estudos de sistema de
potência.
Duas novas propostas de pesquisa são apresentadas. A primeira refere-se ao estudo do modelo interno de
transformador de três enrolamentos do ATP,","","","Edital Universal 2001 - DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","NAO","","","",24
